session_id,user_id,timestamp,device,browser,location,events,duration_seconds,transactions,revenue,bounce,source_info,user_id_copy
sess_01346,1555.0,2024-04-28T02:05:02,desktop,Edge,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-28T02:05:02""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-28T02:05:12""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-04-28T02:05:27""}]",,,,0,"{""utm_source"": ""email"", ""utm_medium"": ""email"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": """"}",
sess_01347,9699.0,2024-01-27T16:27:05,,Firefox,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-27T16:27:05""}]",1114,2,,0,"{""utm_source"": ""email"", ""utm_medium"": ""CPC"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": """"}",
sess_01348,6934.0,2024-05-27T16:35:02,,Firefox,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-27T16:35:02""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-27T16:35:12""}]",,1,,yes,"{""utm_source"": ""facebook"", ""utm_medium"": ""email"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_01349,,2024-05-09T01:39:53,mobile,Edge,CA,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-09T01:39:53""}]",1738,0,,,"{""utm_source"": null, ""utm_medium"": null, ""utm_campaign"": null, ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_01350,,2024-03-19T00:40:48,,Edge,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-19T00:40:48""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-19T00:40:58""}]",2369,1,,,"{""utm_source"": ""facebook"", ""utm_medium"": ""CPC"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": """"}",
sess_01351,,2024-04-21T17:47:01,,Edge,CA,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-21T17:47:01""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-21T17:47:11""}]",2543,1,,,"{""utm_source"": ""google"", ""utm_medium"": """", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_01352,,2024-05-25T02:16:17,,,CA,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-25T02:16:17""}]",218,,185.83,1,"{""utm_source"": """", ""utm_medium"": null, ""utm_campaign"": ""retargeting"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_01353,,2024-02-04T15:57:26,,Edge,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-04T15:57:26""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-04T15:57:36""}]",2262,1,,,"{""utm_source"": ""google"", ""utm_medium"": ""display"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": null}",
sess_01354,6554.0,2024-05-27T03:17:35,tablet,Chrome,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-27T03:17:35""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-27T03:17:45""}]",2704,0,,yes,"{""utm_source"": ""email"", ""utm_medium"": ""organic"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_01355,7121.0,2024-01-28T15:17:00,tablet,,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-28T15:17:00""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-28T15:17:10""}]",1209,1,39.13,,"{""utm_source"": ""linkedin"", ""utm_medium"": """", ""utm_campaign"": ""retargeting"", ""referrer_url"": """"}",
sess_01356,,2024-04-15T04:26:26,,Edge,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-15T04:26:26""}]",979,,,,"{""utm_source"": null, ""utm_medium"": """", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_01357,,2024-05-16T16:49:33,desktop,,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-16T16:49:33""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-16T16:49:43""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-05-16T16:49:58""}]",726,,,0,"{""utm_source"": """", ""utm_medium"": ""display"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": null}",
sess_01358,,2024-03-24T04:42:28,mobile,Chrome,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-24T04:42:28""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-24T04:42:38""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-03-24T04:42:53""}]",3050,,91.65,no,"{""utm_source"": ""None"", ""utm_medium"": ""social"", ""utm_campaign"": """", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_01359,7805.0,2024-05-22T17:06:53,mobile,Edge,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-22T17:06:53""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-22T17:07:03""}]",3111,,,0,"{""utm_source"": ""linkedin"", ""utm_medium"": ""CPC"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_01360,3590.0,2024-03-27T00:23:56,,Unknown,IN,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-27T00:23:56""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-27T00:24:06""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-03-27T00:24:21""}]",3259,,,1,"{""utm_source"": null, ""utm_medium"": """", ""utm_campaign"": null, ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_01361,1317.0,2024-01-06T18:43:27,mobile,Firefox,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-06T18:43:27""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-06T18:43:37""}]",3191,0,,yes,"{""utm_source"": ""newsletter"", ""utm_medium"": ""social"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_01362,2594.0,2024-01-30T18:18:23,mobile,Safari,UK,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-30T18:18:23""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-30T18:18:33""}]",1156,2,,1,"{""utm_source"": """", ""utm_medium"": ""display"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_01363,,2024-04-12T05:12:36,,Unknown,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-12T05:12:36""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-12T05:12:46""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-04-12T05:13:01""}]",2098,2,65.76,yes,"{""utm_source"": ""facebook"", ""utm_medium"": """", ""utm_campaign"": """", ""referrer_url"": """"}",
sess_01364,3409.0,2024-05-22T15:38:40,,Firefox,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-22T15:38:40""}]",1670,0,,,"{""utm_source"": ""email"", ""utm_medium"": ""organic"", ""utm_campaign"": ""retargeting"", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_01365,8963.0,2024-05-03T06:33:19,,Safari,IN,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-03T06:33:19""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-03T06:33:29""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-05-03T06:33:44""}]",0,,68.08,1,"{""utm_source"": ""None"", ""utm_medium"": ""cpc"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": """"}",
sess_01366,1923.0,2024-03-02T00:00:19,tablet,,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-02T00:00:19""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-02T00:00:29""}]",0,2,,,"{""utm_source"": ""email"", ""utm_medium"": ""cpc"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": """"}",
sess_01367,8124.0,2024-04-22T01:48:31,tablet,Unknown,AU,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-22T01:48:31""}]",,,161.32,yes,"{""utm_source"": ""linkedin"", ""utm_medium"": ""social"", ""utm_campaign"": """", ""referrer_url"": null}",8124.0
sess_01368,8635.0,2024-01-29T13:25:05,mobile,Chrome,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-29T13:25:05""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-29T13:25:15""}]",1947,2,,no,"{""utm_source"": ""None"", ""utm_medium"": ""CPC"", ""utm_campaign"": """", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_01369,4672.0,2024-03-03T23:40:12,mobile,Chrome,IN,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-03T23:40:12""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-03T23:40:22""}]",0,0,,,"{""utm_source"": ""email"", ""utm_medium"": ""display"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": null}",
sess_01370,,2024-03-29T03:38:10,tablet,,AU,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-29T03:38:10""}]",1032,0,81.62,1,"{""utm_source"": """", ""utm_medium"": null, ""utm_campaign"": ""retargeting"", ""referrer_url"": null}",
sess_01371,,2024-01-18T12:14:57,tablet,Unknown,DE,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-18T12:14:57""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-18T12:15:07""}]",3006,,,,"{""utm_source"": ""linkedin"", ""utm_medium"": """", ""utm_campaign"": """", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_01372,3471.0,2024-01-08T07:12:33,,Unknown,UK,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-08T07:12:33""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-08T07:12:43""}]",833,2,,yes,"{""utm_source"": null, ""utm_medium"": ""display"", ""utm_campaign"": ""retargeting"", ""referrer_url"": null}",
sess_01373,9542.0,2024-02-15T00:52:16,mobile,Unknown,IN,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-15T00:52:16""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-15T00:52:26""}]",808,1,63.52,no,,9542.0
sess_01374,,2024-03-18T06:28:41,mobile,Edge,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-18T06:28:41""}]",1313,2,,1,"{""utm_source"": ""None"", ""utm_medium"": ""email"", ""utm_campaign"": null, ""referrer_url"": ""https://google.com/search?q=product""}",
sess_01375,7308.0,2024-04-13T02:02:40,mobile,Safari,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-13T02:02:40""}]",0,0,23.22,,"{""utm_source"": null, ""utm_medium"": ""display"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": """"}",
sess_01376,3413.0,2024-04-18T14:23:05,mobile,,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-18T14:23:05""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-18T14:23:15""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-04-18T14:23:30""}]",2384,0,156.55,,"{""utm_source"": ""google"", ""utm_medium"": ""cpc"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_01377,9048.0,2024-03-27T02:06:26,mobile,Firefox,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-27T02:06:26""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-27T02:06:36""}]",1965,0,50.98,,"{""utm_source"": null, ""utm_medium"": ""social"", ""utm_campaign"": ""retargeting"", ""referrer_url"": null}",
sess_01378,7911.0,2024-01-11T07:32:59,tablet,Unknown,AU,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-11T07:32:59""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-11T07:33:09""}]",3497,1,,,"{""utm_source"": ""google"", ""utm_medium"": ""social"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_01379,,2024-05-30T23:17:11,,Safari,UK,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-30T23:17:11""}]",1980,,,,"{""utm_source"": ""google"", ""utm_medium"": ""email"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_01380,,2024-03-18T19:54:04,tablet,Unknown,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-18T19:54:04""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-18T19:54:14""}]",2174,1,37.89,0,"{""utm_source"": ""newsletter"", ""utm_medium"": null, ""utm_campaign"": ""brand_awareness"", ""referrer_url"": null}",
sess_01381,,2024-02-29T01:47:58,,Firefox,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-29T01:47:58""}]",1644,1,118.78,,"{""utm_source"": ""newsletter"", ""utm_medium"": ""CPC"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": null}",
sess_01382,6199.0,2024-02-15T22:42:36,tablet,,AU,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-15T22:42:36""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-15T22:42:46""}]",2483,,192.9,0,"{""utm_source"": null, ""utm_medium"": ""CPC"", ""utm_campaign"": ""retargeting"", ""referrer_url"": """"}",6199.0
sess_01383,,2024-01-08T14:24:46,tablet,Safari,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-08T14:24:46""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-08T14:24:56""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-01-08T14:25:11""}]",3055,,,no,"{""utm_source"": ""email"", ""utm_medium"": null, ""utm_campaign"": """", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_01384,,2024-02-28T08:18:56,,Chrome,IN,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-28T08:18:56""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-28T08:19:06""}]",777,,,no,"{""utm_source"": null, ""utm_medium"": ""display"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_01385,,2024-02-06T21:54:31,,,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-06T21:54:31""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-06T21:54:41""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-02-06T21:54:56""}]",1041,,188.94,no,"{""utm_source"": null, ""utm_medium"": """", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_01386,5190.0,2024-01-12T21:30:22,tablet,Chrome,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-12T21:30:22""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-12T21:30:32""}]",1690,0,,,"{""utm_source"": """", ""utm_medium"": ""cpc"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": """"}",
sess_01387,4752.0,INVALID_DATE,mobile,Firefox,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-02T02:35:36""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-02T02:35:46""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-02-02T02:36:01""}]",550,2,,,"{""utm_source"": ""email"", ""utm_medium"": ""email"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_01388,9331.0,2024-01-30T16:01:56,mobile,Safari,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-30T16:01:56""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-30T16:02:06""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-01-30T16:02:21""}]",3224,1,,,"{""utm_source"": ""google"", ""utm_medium"": ""email"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": null}",9331.0
sess_01389,,2024-04-25T10:55:48,desktop,Unknown,AU,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-25T10:55:48""}]",3170,1,167.44,,"{""utm_source"": ""linkedin"", ""utm_medium"": ""social"", ""utm_campaign"": """", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_01390,,2024-02-02T06:03:35,mobile,,CA,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-02T06:03:35""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-02T06:03:45""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-02-02T06:04:00""}]",1313,,152.74,1,"{""utm_source"": ""google"", ""utm_medium"": ""organic"", ""utm_campaign"": """", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_01391,,2024-02-25T15:23:45,mobile,Safari,UK,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-25T15:23:45""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-25T15:23:55""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-02-25T15:24:10""}]",86,2,6.6,yes,"{""utm_source"": ""newsletter"", ""utm_medium"": ""organic"", ""utm_campaign"": """", ""referrer_url"": """"}",
sess_01392,4141.0,2024-03-12T15:16:40,mobile,,UK,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-12T15:16:40""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-12T15:16:50""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-03-12T15:17:05""}]",2606,,123.22,yes,"{""utm_source"": ""newsletter"", ""utm_medium"": """", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_01393,3329.0,2024-01-16T08:18:31,tablet,,UK,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-16T08:18:31""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-16T08:18:41""}]",3503,2,,,"{""utm_source"": ""linkedin"", ""utm_medium"": ""display"", ""utm_campaign"": null, ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_01394,,2024-01-26T05:31:15,,Edge,CA,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-26T05:31:15""}]",3433,,36.54,yes,"{""utm_source"": ""linkedin"", ""utm_medium"": ""email"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": """"}",
sess_01395,4107.0,2024-05-03T10:34:57,tablet,,IN,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-03T10:34:57""}]",2649,2,,1,"{""utm_source"": """", ""utm_medium"": ""social"", ""utm_campaign"": """", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_01396,,2024-02-28T07:34:22,,,UK,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-28T07:34:22""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-28T07:34:32""}]",246,2,,,"{""utm_source"": ""None"", ""utm_medium"": ""email"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_01397,,2024-04-30T20:11:53,,Edge,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-30T20:11:53""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-30T20:12:03""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-04-30T20:12:18""}]",2288,,,yes,"{""utm_source"": ""None"", ""utm_medium"": ""CPC"", ""utm_campaign"": null, ""referrer_url"": """"}",
sess_01398,,2024-05-30T19:30:39,tablet,Edge,IN,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-30T19:30:39""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-30T19:30:49""}]",2959,0,129.03,,"{""utm_source"": ""None"", ""utm_medium"": ""cpc"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_01399,,2024-01-26T01:47:24,tablet,Chrome,DE,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-26T01:47:24""}]",1906,0,,,,
sess_01400,5889.0,2024-03-16T20:40:19,mobile,,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-16T20:40:19""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-16T20:40:29""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-03-16T20:40:44""}]",3202,,56.81,1,"{""utm_source"": ""email"", ""utm_medium"": ""social"", ""utm_campaign"": null, ""referrer_url"": ""https://google.com/search?q=product""}",
sess_01401,,2024-02-01T03:49:34,tablet,Edge,IN,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-01T03:49:34""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-01T03:49:44""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-02-01T03:49:59""}]",1330,0,114.45,1,"{""utm_source"": """", ""utm_medium"": ""email"", ""utm_campaign"": null, ""referrer_url"": ""https://google.com/search?q=product""}",
sess_01402,,2024-02-08T14:17:01,mobile,Safari,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-08T14:17:01""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-08T14:17:11""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-02-08T14:17:26""}]",2928,0,,1,"{""utm_source"": ""google"", ""utm_medium"": ""social"", ""utm_campaign"": null, ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_01403,,2024-02-02T18:36:49,tablet,Firefox,AU,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-02T18:36:49""}]",2716,2,,0,"{""utm_source"": ""newsletter"", ""utm_medium"": null, ""utm_campaign"": ""brand_awareness"", ""referrer_url"": """"}",
sess_01404,4324.0,2024-02-03T01:55:14,,,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-03T01:55:14""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-03T01:55:24""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-02-03T01:55:39""}]",2129,1,153.6,,"{""utm_source"": ""linkedin"", ""utm_medium"": ""social"", ""utm_campaign"": ""retargeting"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_01405,,2024-02-16T04:06:51,desktop,Unknown,,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-16T04:06:51""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-02-16T04:07:01""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-02-16T04:07:16""}]",,2,56.34,,"{""utm_source"": ""linkedin"", ""utm_medium"": null, ""utm_campaign"": """", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_01406,,2024-04-05T16:56:19,mobile,Firefox,CA,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-05T16:56:19""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-05T16:56:29""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-04-05T16:56:44""}]",3053,1,,,"{""utm_source"": ""email"", ""utm_medium"": ""display"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_01407,,2024-03-29T18:21:11,,Firefox,IN,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-29T18:21:11""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-29T18:21:21""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-03-29T18:21:36""}]",94,1,,,"{""utm_source"": null, ""utm_medium"": ""cpc"", ""utm_campaign"": ""retargeting"", ""referrer_url"": ""https://facebook.com/ad/123""}",
sess_01408,,2024-03-11T04:19:16,tablet,Unknown,BR,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-11T04:19:16""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-11T04:19:26""}]",439,,194.36,no,"{""utm_source"": """", ""utm_medium"": ""organic"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": """"}",
sess_01409,8151.0,2024-04-25T04:09:30,desktop,Safari,CA,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-04-25T04:09:30""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-04-25T04:09:40""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-04-25T04:09:55""}]",1868,0,,no,"{""utm_source"": ""email"", ""utm_medium"": ""CPC"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://google.com/search?q=product""}",
sess_01410,5009.0,2024-01-10T10:10:55,mobile,,CA,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-01-10T10:10:55""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-01-10T10:11:05""}]",1407,2,,yes,"{""utm_source"": ""linkedin"", ""utm_medium"": ""organic"", ""utm_campaign"": """", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_01411,4972.0,2024-02-22T20:56:40,mobile,Chrome,US,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-02-22T20:56:40""}]",3393,,27.29,1,"{""utm_source"": """", ""utm_medium"": ""social"", ""utm_campaign"": null, ""referrer_url"": ""https://google.com/search?q=product""}",
sess_01412,9803.0,2024-03-16T06:15:51,tablet,,DE,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-03-16T06:15:51""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-03-16T06:16:01""}]",0,,179.57,yes,"{""utm_source"": ""google"", ""utm_medium"": ""social"", ""utm_campaign"": ""spring_sale"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
sess_01413,5192.0,2024-05-15T02:47:21,tablet,Unknown,DE,"[{""event"": ""pageview"", ""page"": ""/"", ""ts"": ""2024-05-15T02:47:21""}, {""event"": ""pageview"", ""page"": ""/product"", ""ts"": ""2024-05-15T02:47:31""}, {""event"": ""click"", ""element"": ""buy_button"", ""ts"": ""2024-05-15T02:47:46""}]",3137,,149.0,,"{""utm_source"": ""linkedin"", ""utm_medium"": ""display"", ""utm_campaign"": ""brand_awareness"", ""referrer_url"": ""https://affiliate.xyz.com/link123""}",
